scraped_comment,time,date,year
"<div class=""narrow""><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote>Congratulations dear. Canada will favour you.</div>",10:43am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76575769""><b>raphrulz</b></a>:<br><span style=""color:#000099;"">Guysssss!!!!<br><b>THE EAGLE HAS LANDED!!!!!</b><br><br><i>In a nutshell, my timelines are below:<br>5 September, 2018 – ITA<br>4 October 2018 – AOR<br>.<br>.<br>.<br>12 March 2019 – PPR</i></span></blockquote><br><span style=""color:#000099;"">Congratulations Ralph. I wish you well in your new country.</span></div>",10:47am,Mar-15,2019
"<div class=""narrow"">Thanks a whole lot!<br><br><blockquote><a href=""/post/76674176""><b>KingAEle</b></a>:<br><br><br>I did mine in November 2018 (F2-F9).<br>It was assessed as 3 years bachelors degree.</blockquote></div>",10:52am,Mar-15,2019
"<div class=""narrow"">Yeeepariiipa! Ojigbijigbiiiiiiiiiiiiiii!!!!!  Finally, the good lord that can only delay but never fails has done it ooooo! <br>Ify! Ify!! Ifeoma!!!!!!!!!! My Oga boss!!!!! Congratulations!!!!!!!I don talk am say i go scatter here on your day and thank God am alive to witness your joyful moment oo. <br>As usual, na my ZINGGI with the wonderful news again this morning. Thankfully, i no dey on steering <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""><br>Oya to the wasseynewest gang, in celebration if the boss Success! <br>MTN: 1654 9775 4761 57013, 5121 2288 5628 77339, 9417 6830 8264 16131<br>Etisalat: 7826 3934 6363 038, 9008 1772 4323 336, 3432 4027 4810 063.<br>Airtel: 5800 0929 8649 0243, 5747 1881 3932 9558, 5181 4030 5632 0384.<br>Glo: 58251 57772 19292, 67755 68981 19763, 67755 77093 10747. <br>He still remain o, na part1 we dey so...... Lols<br><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote></div>",10:52am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76674424""><b>wasseynewest</b></a>:<br>Yeeepariiipa! Ojigbijigbiiiiiiiiiiiiiii!!!!!  Finally, the good lord that can only delay but never fails has done it ooooo! <br>Ify! Ify!! Ifeoma!!!!!!!!!! My Oga boss!!!!! Congratulations!!!!!!!I don talk am say i go scatter here on your day and thank God am alive to witness your joyful moment oo. <br>As usual, na my ZINGGI with the wonderful news again this morning. Thankfully, i no dey on steering <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""><br>Oya to the wasseynewest gang, in celebration if the boss Success! <br>MTN: 1654 9775 4761 57013, <b>5121 2288 5628 77339</b>, 9417 6830 8264 16131<br>Etisalat: 7826 3934 6363 038, 9008 1772 4323 336, 3432 4027 4810 063.<br>Airtel: 5800 0929 8649 0243, 5747 1881 3932 9558, 5181 4030 5632 0384.<br>Glo: 58251 57772 19292, 67755 68981 19763, 67755 77093 10747. <br>He still remain o, na part1 we dey so...... Lols<br></blockquote><br>This parry is lengendary!!!!<br><br>God bless you boss!!!!<br><br>It's real guys..... me don grab the pin at the bold oooo <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces"">!!!!</div>",10:56am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76674424""><b>wasseynewest</b></a>:<br>Yeeepariiipa! Ojigbijigbiiiiiiiiiiiiiii!!!!!  Finally, the good lord that can only delay but never fails has done it ooooo! <br>Ify! Ify!! Ifeoma!!!!!!!!!! My Oga boss!!!!! Congratulations!!!!!!!I don talk am say i go scatter here on your day and thank God am alive to witness your joyful moment oo. <br>As usual, na my ZINGGI with the wonderful news again this morning. Thankfully, i no dey on steering <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""><br>Oya to the wasseynewest gang, in celebration if the boss Success! <br>MTN: 1654 9775 4761 57013, 5121 2288 5628 77339, 9417 6830 8264 16131<br>Etisalat: 7826 3934 6363 038, 9008 1772 4323 336, 3432 4027 4810 063.<br>Airtel: 5800 0929 8649 0243, 5747 1881 3932 9558, 5181 4030 5632 0384.<br>Glo: 58251 57772 19292, 67755 68981 19763, 67755 77093 10747. <br>He still remain o, na part1 we dey so...... Lols<br></blockquote><br>Awww. Good one bro. Ifeoma's PPR has brought freebies too. <br><br>Wait....what happens to those of us in the abroad using AT&amp;T and Verizon? <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""></div>",10:58am,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote><br><br>Chai! God be praised. We celebrate with you o. Soooooooooooooo happy for you dear</div>",12:08pm,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote><br>Wowww. I'm smiling so hard, my cheeks hurt. I'm so happy for you dear, Big Congratulations. Your PPR gist was pure bliss.  I pray that just as you have watered people here, doors will keep opening for you and you will flourish in new surroundings even beyond your imagination.  <br>Jubilation everywhere!!</div>",12:08pm,Mar-15,2019
"<div class=""narrow"">Congrats.......how can I directly contact u, I have questions to ask<blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote></div>",12:11pm,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote>. Congratulations dear. You have a big heart.</div>",12:12pm,Mar-15,2019
"<div class=""narrow"">Hahahaha! You garrit dear. We shall all CELEBRATE <blockquote><a href=""/post/76674517""><b>reavealhidden</b></a>:<br><br><br>This parry is lengendary!!!!<br><br>God bless you boss!!!!<br><br>It's real guys..... me don grab the pin at the bold oooo <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces"">!!!!</blockquote></div>",12:18pm,Mar-15,2019
"<div class=""narrow"">Boss mii. For that side where you dey so, na OYO <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""><blockquote><a href=""/post/76674608""><b>Topsmamen</b></a>:<br><br><br>Awww. Good one bro. Ifeoma's PPR has brought freebies too. <br><br>Wait....what happens to those of us in the abroad using AT&amp;T and Verizon? <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""></blockquote></div>",12:20pm,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76660635""><b>adenikeO</b></a>:<br>I just added you to the group.</blockquote><br>Please ooo me too ma'am.<br><br>The link ain't working. Also sent you an email<br><br>Thanks ma'am</div>",12:20pm,Mar-15,2019
"<div class=""narrow"">Hahahahaha! I say big Amen dear, before IRCC gave my madam hypertension o. Mehn! The tension and anxiety no be for here oooo <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <blockquote><a href=""/post/76674666""><b>Debsify</b></a>:<br>wasseynewest is next</blockquote></div>",12:22pm,Mar-15,2019
"<div class=""narrow"">Please anybody that chose iqas for eca should help me out. How do I complete my checklist because I uploaded documents which is already acknowledged with x. Is there anything I am supposed to fill on the form before I submit. Thanks</div>",12:23pm,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76672466""><b>Ifeoma77</b></a>:<br>God is too good<br><br>...Long post alert...</blockquote><br><span style=""color:#000099;"">You gave me (in particular) a wonderful start to the day. Congratulatons many times over my dear. We can continue with our banters at the other side</span></div>",12:23pm,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76673495""><b>Ifeoma77</b></a>:<br><br>You're a prophet for sure. <br>Now I can say 'thank you' without the 'in advance'<br>Thank you Sis.<br> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces"">  <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""></blockquote><br> <img src=""https://www.nairaland.com/faces/smiley.png"" alt=""smiley"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/smiley.png"" alt=""smiley"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/smiley.png"" alt=""smiley"" border=""0"" class=""faces""> Congratulations, once again.</div>",12:28pm,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76677083""><b>wasseynewest</b></a>:<br>Boss mii. For that side where you dey so, na OYO <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""></blockquote><br> Lol<img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""></div>",12:28pm,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote><br>Huge congratulations! <br><br>That was one long wait. Phew, thank God for grace o. You're strong! <br><br>BTW, your PPR gist was so interesting and engaging. Felt like it shouldn't end. <br><br>May the journey ahead be smooth.</div>",12:34pm,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote><br>Big congrats Ifeoma, from a silent reader.</div>",12:40pm,Mar-15,2019
"<div class=""narrow"">Congrats darling Ify...<br>.<br><br><br><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote></div>",12:41pm,Mar-15,2019
"<div class=""narrow"">Congratulations ifeoma77. <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/cool.png"" alt=""cool"" border=""0"" class=""faces""><blockquote><a href=""/post/76668454""><b>Ifeoma77</b></a>:<br>Woke up to THE mail today<br>It's PPR!!!!!!!!!!!!!!!!!<br></blockquote></div>",12:42pm,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76672488""><b>Topsmamen</b></a>:<br><br><br>Yay!!!! Congrats Ifeoma my darling! </blockquote><br> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> Thanks Boo  <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""></div>",12:50pm,Mar-15,2019
"<div class=""narrow""><blockquote><a href=""/post/76674424""><b>wasseynewest</b></a>:<br>Yeeepariiipa! Ojigbijigbiiiiiiiiiiiiiii!!!!!  Finally, the good lord that can only delay but never fails has done it ooooo! <br>Ify! Ify!! Ifeoma!!!!!!!!!! My Oga boss!!!!! Congratulations!!!!!!!I don talk am say i go scatter here on your day and thank God am alive to witness your joyful moment oo. <br>As usual, na my ZI.NGGI with the wonderful news again this morning. Thankfully, i no dey on steering <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""><br>Oya to the wasseynewest gang, in celebration if the boss Success! <br>MTN: 1654 9775 4761 57013, 5121 2288 5628 77339, 9417 6830 8264 16131<br>Etisalat: 7826 3934 6363 038, 9008 1772 4323 336, 3432 4027 4810 063.<br>Airtel: 5800 0929 8649 0243, 5747 1881 3932 9558, 5181 4030 5632 0384.<br>Glo: 58251 57772 19292, 67755 68981 19763, 67755 77093 10747. <br>He still remain o, na part1 we dey so...... Lols<br></blockquote>Now I'm teary  <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/kiss.gif"" alt=""kiss"" border=""0"" class=""faces""><br>Thanks Wassey, I am alreading organising asoebi for your own PPR, all the ielts students must buy  <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""> <img src=""https://www.nairaland.com/faces/grin.png"" alt=""grin"" border=""0"" class=""faces""></div>",12:52pm,Mar-15,2019
